word1,word2,relation,direction,pos
consortium,pool,synonymy,bidirectional,n
howling,ululation,synonymy,bidirectional,n
lenience,leniency,synonymy,bidirectional,n
callathump,callithump,synonymy,bidirectional,n
crosscut,shortcut,synonymy,bidirectional,n
cocotte,cyprian,synonymy,bidirectional,n
nationalisation,nationalization,synonymy,bidirectional,n
diagramming,schematisation,synonymy,bidirectional,n
lasciviousness,prurience,synonymy,bidirectional,n
cps,cycle,synonymy,bidirectional,n
activewear,sportswear,synonymy,bidirectional,n
defection,desertion,synonymy,bidirectional,n
fluidity,fluidness,synonymy,bidirectional,n
cogitation,study,synonymy,bidirectional,n
sketch,study,synonymy,bidirectional,n
engagement,troth,synonymy,bidirectional,n
coach,handler,synonymy,bidirectional,n
flatness,matte,synonymy,bidirectional,n
restraint,simplicity,synonymy,bidirectional,n
minah,mynah,synonymy,bidirectional,n
frost,rime,synonymy,bidirectional,n
model,poser,synonymy,bidirectional,n
fucking,screw,synonymy,bidirectional,n
leniency,mildness,synonymy,bidirectional,n
escallop,scollop,synonymy,bidirectional,n
fucking,nookie,synonymy,bidirectional,n
ass,nookie,synonymy,bidirectional,n
ornithosis,psittacosis,synonymy,bidirectional,n
bearing,heading,synonymy,bidirectional,n
chemise,shift,synonymy,bidirectional,n
carnality,pruriency,synonymy,bidirectional,n
imitator,impersonator,synonymy,bidirectional,n
callathump,charivari,synonymy,bidirectional,n
capableness,potentiality,synonymy,bidirectional,n
knave,rapscallion,synonymy,bidirectional,n
plodder,slowcoach,synonymy,bidirectional,n
diopter,dioptre,synonymy,bidirectional,n
carnality,lasciviousness,synonymy,bidirectional,n
rapscallion,rogue,synonymy,bidirectional,n
lasciviousness,pruriency,synonymy,bidirectional,n
colors,colours,synonymy,bidirectional,n
telemarketing,teleselling,synonymy,bidirectional,n
coatrack,hatrack,synonymy,bidirectional,n
prostitute,tart,synonymy,bidirectional,n
endeavor,endeavour,synonymy,bidirectional,n
aim,heading,synonymy,bidirectional,n
soprano,treble,synonymy,bidirectional,n
insistency,pressure,synonymy,bidirectional,n
gallant,squire,synonymy,bidirectional,n
scamper,scramble,synonymy,bidirectional,n
insistence,press,synonymy,bidirectional,n
postponement,wait,synonymy,bidirectional,n
connoisseurship,virtu,synonymy,bidirectional,n
governor,regulator,synonymy,bidirectional,n
reasonableness,tenableness,synonymy,bidirectional,n
byroad,byway,synonymy,bidirectional,n
belling,callithump,synonymy,bidirectional,n
proceedings,transactions,synonymy,bidirectional,n
babbler,cackler,synonymy,bidirectional,n
nooky,shtup,synonymy,bidirectional,n
harlot,tart,synonymy,bidirectional,n
cosmea,cosmos,synonymy,bidirectional,n
filth,vulgarism,synonymy,bidirectional,n
pitting,roughness,synonymy,bidirectional,n
guard,safety,synonymy,bidirectional,n
switcher,whipper,synonymy,bidirectional,n
motif,theme,synonymy,bidirectional,n
filth,smut,synonymy,bidirectional,n
offence,umbrage,synonymy,bidirectional,n
fuck,nooky,synonymy,bidirectional,n
scalawag,scallywag,synonymy,bidirectional,n
dock,wharfage,synonymy,bidirectional,n
commission,committal,synonymy,bidirectional,n
spindrift,spoondrift,synonymy,bidirectional,n
blandishment,cajolery,synonymy,bidirectional,n
watchword,word,synonymy,bidirectional,n
ceriman,monstera,synonymy,bidirectional,n
hold,wait,synonymy,bidirectional,n
depredation,predation,synonymy,bidirectional,n
babyhood,infancy,synonymy,bidirectional,n
flatness,matt,synonymy,bidirectional,n
chasteness,restraint,synonymy,bidirectional,n
ganja,marihuana,synonymy,bidirectional,n
knave,varlet,synonymy,bidirectional,n
apothecary,pharmacist,synonymy,bidirectional,n
hasheesh,hashish,synonymy,bidirectional,n
lubricity,prurience,synonymy,bidirectional,n
rabbitweed,snakeweed,synonymy,bidirectional,n
crotch,genitalia,synonymy,bidirectional,n
smut,vulgarism,synonymy,bidirectional,n
crib,trot,synonymy,bidirectional,n
decade,decennium,synonymy,bidirectional,n
irreligion,irreligiousness,synonymy,bidirectional,n
besieging,siege,synonymy,bidirectional,n
frost,hoar,synonymy,bidirectional,n
admiration,wonderment,synonymy,bidirectional,n
penalisation,punishment,synonymy,bidirectional,n
restraint,simpleness,synonymy,bidirectional,n
cycle,hertz,synonymy,bidirectional,n
appointee,appointment,synonymy,bidirectional,n
fleawort,psyllium,synonymy,bidirectional,n
deferment,deferral,synonymy,bidirectional,n
corona,corposant,synonymy,bidirectional,n
bit,number,synonymy,bidirectional,n
direction,guidance,synonymy,bidirectional,n
caravan,train,synonymy,bidirectional,n
counterbore,countersink,synonymy,bidirectional,n
slip,teddy,synonymy,bidirectional,n
nooky,shag,synonymy,bidirectional,n
concupiscence,eros,synonymy,bidirectional,n
austerity,nonindulgence,synonymy,bidirectional,n
tower,tug,synonymy,bidirectional,n
nookie,screwing,synonymy,bidirectional,n
jimdandy,jimhickey,synonymy,bidirectional,n
committal,perpetration,synonymy,bidirectional,n
poker,salamander,synonymy,bidirectional,n
apprehension,misgiving,synonymy,bidirectional,n
jive,swing,synonymy,bidirectional,n
relation,relative,synonymy,bidirectional,n
handler,manager,synonymy,bidirectional,n
commission,perpetration,synonymy,bidirectional,n
aesthetician,esthetician,synonymy,bidirectional,n
diggings,domiciliation,synonymy,bidirectional,n
act,bit,synonymy,bidirectional,n
flow,stream,synonymy,bidirectional,n
pretension,pretentiousness,synonymy,bidirectional,n
cps,hertz,synonymy,bidirectional,n
domiciliation,pad,synonymy,bidirectional,n
otherness,separateness,synonymy,bidirectional,n
bead,pearl,synonymy,bidirectional,n
password,word,synonymy,bidirectional,n
deuce,dickens,synonymy,bidirectional,n
pressman,printer,synonymy,bidirectional,n
scauper,scorper,synonymy,bidirectional,n
blandishment,palaver,synonymy,bidirectional,n
shag,shtup,synonymy,bidirectional,n
alkali,base,synonymy,bidirectional,n
shift,teddy,synonymy,bidirectional,n
penalty,punishment,synonymy,bidirectional,n
aguacate,avocado,synonymy,bidirectional,n
pool,syndicate,synonymy,bidirectional,n
tenability,tenableness,synonymy,bidirectional,n
criminalism,criminalness,synonymy,bidirectional,n
delay,hold,synonymy,bidirectional,n
disconnectedness,disconnection,synonymy,bidirectional,n
admiration,wonder,synonymy,bidirectional,n
lappet,wattle,synonymy,bidirectional,n
shift,slip,synonymy,bidirectional,n
don,father,synonymy,bidirectional,n
absoluteness,utterness,synonymy,bidirectional,n
marihuana,marijuana,synonymy,bidirectional,n
flatness,mat,synonymy,bidirectional,n
crosscut,cutoff,synonymy,bidirectional,n
recoil,repercussion,synonymy,bidirectional,n
anesthesiologist,anesthetist,synonymy,bidirectional,n
riot,sidesplitter,synonymy,bidirectional,n
resistance,resistor,synonymy,bidirectional,n
clue,hint,synonymy,bidirectional,n
pentagram,pentangle,synonymy,bidirectional,n
largeness,pretension,synonymy,bidirectional,n
amphitheater,amphitheatre,synonymy,bidirectional,n
bit,turn,synonymy,bidirectional,n
countersign,password,synonymy,bidirectional,n
palaeoethnography,paleoethnography,synonymy,bidirectional,n
embellishment,embroidery,synonymy,bidirectional,n
howler,wow,synonymy,bidirectional,n
cobweb,gossamer,synonymy,bidirectional,n
parole,watchword,synonymy,bidirectional,n
connoisseurship,vertu,synonymy,bidirectional,n
ass,screw,synonymy,bidirectional,n
shtick,shtik,synonymy,bidirectional,n
beguilement,distraction,synonymy,bidirectional,n
triangle,trigon,synonymy,bidirectional,n
cutoff,shortcut,synonymy,bidirectional,n
rebound,repercussion,synonymy,bidirectional,n
crib,pony,synonymy,bidirectional,n
bullet,heater,synonymy,bidirectional,n
bash,brawl,synonymy,bidirectional,n
gemmation,pullulation,synonymy,bidirectional,n
divider,splitter,synonymy,bidirectional,n
flatness,lustrelessness,synonymy,bidirectional,n
cushion,shock,synonymy,bidirectional,n
craftsman,journeyman,synonymy,bidirectional,n
boring,drilling,synonymy,bidirectional,n
acculturation,culture,synonymy,bidirectional,n
ally,friend,synonymy,bidirectional,n
bitterwood,quassia,synonymy,bidirectional,n
rapscallion,rascal,synonymy,bidirectional,n
fastball,smoke,synonymy,bidirectional,n
department,section,synonymy,bidirectional,n
lenity,mildness,synonymy,bidirectional,n
delay,wait,synonymy,bidirectional,n
haschisch,hash,synonymy,bidirectional,n
brim,rim,synonymy,bidirectional,n
haemoptysis,hemoptysis,synonymy,bidirectional,n
chasteness,simplicity,synonymy,bidirectional,n
divergence,divergency,synonymy,bidirectional,n
druggist,pharmacist,synonymy,bidirectional,n
bawd,tart,synonymy,bidirectional,n
channel,line,synonymy,bidirectional,n
triangle,trilateral,synonymy,bidirectional,n
mention,reference,synonymy,bidirectional,n
thoracentesis,thoracocentesis,synonymy,bidirectional,n
locomotion,travel,synonymy,bidirectional,n
fastball,hummer,synonymy,bidirectional,n
charivari,chivaree,synonymy,bidirectional,n
lubricity,pruriency,synonymy,bidirectional,n
diggings,pad,synonymy,bidirectional,n
imperativeness,pressure,synonymy,bidirectional,n
screwbean,tornillo,synonymy,bidirectional,n
tallis,tallith,synonymy,bidirectional,n
rebound,recoil,synonymy,bidirectional,n
backlash,recoil,synonymy,bidirectional,n
scamper,scurry,synonymy,bidirectional,n
newspaper,newsprint,synonymy,bidirectional,n
fucking,shag,synonymy,bidirectional,n
candleberry,waxberry,synonymy,bidirectional,n
deferment,postponement,synonymy,bidirectional,n
nookie,shag,synonymy,bidirectional,n
hold,postponement,synonymy,bidirectional,n
lenience,lenity,synonymy,bidirectional,n
rascal,varlet,synonymy,bidirectional,n
routine,turn,synonymy,bidirectional,n
national,subject,synonymy,bidirectional,n
rascal,scallywag,synonymy,bidirectional,n
schtik,shtick,synonymy,bidirectional,n
apothecary,druggist,synonymy,bidirectional,n
diggings,lodgings,synonymy,bidirectional,n
bypath,byroad,synonymy,bidirectional,n
ruler,swayer,synonymy,bidirectional,n
legislating,legislation,synonymy,bidirectional,n
pony,trot,synonymy,bidirectional,n
penalisation,penalization,synonymy,bidirectional,n
rascal,scalawag,synonymy,bidirectional,n
diatomite,kieselguhr,synonymy,bidirectional,n
callithump,charivari,synonymy,bidirectional,n
counterplan,counterplot,synonymy,bidirectional,n
eccyesis,metacyesis,synonymy,bidirectional,n
heater,smoke,synonymy,bidirectional,n
countersign,word,synonymy,bidirectional,n
schtick,shtick,synonymy,bidirectional,n
scallop,scollop,synonymy,bidirectional,n
fuck,shag,synonymy,bidirectional,n
lenience,mildness,synonymy,bidirectional,n
flection,flexion,synonymy,bidirectional,n
destruction,wipeout,synonymy,bidirectional,n
penalization,punishment,synonymy,bidirectional,n
whipping,whipstitch,synonymy,bidirectional,n
ass,shtup,synonymy,bidirectional,n
credulousness,gullibility,synonymy,bidirectional,n
nooky,screwing,synonymy,bidirectional,n
pier,wharf,synonymy,bidirectional,n
howler,riot,synonymy,bidirectional,n
towner,townsman,synonymy,bidirectional,n
doily,doyly,synonymy,bidirectional,n
heartburn,pyrosis,synonymy,bidirectional,n
lasciviousness,lubricity,synonymy,bidirectional,n
belling,chivaree,synonymy,bidirectional,n
airing,dissemination,synonymy,bidirectional,n
scramble,scurry,synonymy,bidirectional,n
aeronautics,astronautics,synonymy,bidirectional,n
expectorator,spitter,synonymy,bidirectional,n
enthusiasm,exuberance,synonymy,bidirectional,n
bawd,whore,synonymy,bidirectional,n
delay,postponement,synonymy,bidirectional,n
schtick,schtik,synonymy,bidirectional,n
anthem,hymn,synonymy,bidirectional,n
homogeneity,homogeneousness,synonymy,bidirectional,n
rapscallion,scallywag,synonymy,bidirectional,n
battlement,crenelation,synonymy,bidirectional,n
prurience,pruriency,synonymy,bidirectional,n
stroke,throw,synonymy,bidirectional,n
devil,dickens,synonymy,bidirectional,n
perpetuity,sempiternity,synonymy,bidirectional,n
scalawag,varlet,synonymy,bidirectional,n
moonfish,opah,synonymy,bidirectional,n
valence,valency,synonymy,bidirectional,n
ciliate,ciliophoran,synonymy,bidirectional,n
mina,mynah,synonymy,bidirectional,n
beleaguering,siege,synonymy,bidirectional,n
chemise,slip,synonymy,bidirectional,n
lamentation,mourning,synonymy,bidirectional,n
harlot,whore,synonymy,bidirectional,n
bayberry,candleberry,synonymy,bidirectional,n
panatela,panetela,synonymy,bidirectional,n
riot,wow,synonymy,bidirectional,n
ass,fucking,synonymy,bidirectional,n
penalization,penalty,synonymy,bidirectional,n
power,superpower,synonymy,bidirectional,n
eyepiece,ocular,synonymy,bidirectional,n
fiddler,tinkerer,synonymy,bidirectional,n
echogram,sonogram,synonymy,bidirectional,n
distinctness,otherness,synonymy,bidirectional,n
lusterlessness,mat,synonymy,bidirectional,n
artisan,craftsman,synonymy,bidirectional,n
fulsomeness,smarm,synonymy,bidirectional,n
dissemination,spreading,synonymy,bidirectional,n
number,routine,synonymy,bidirectional,n
caliche,hardpan,synonymy,bidirectional,n
dock,wharf,synonymy,bidirectional,n
chivaree,shivaree,synonymy,bidirectional,n
chemise,teddy,synonymy,bidirectional,n
bit,routine,synonymy,bidirectional,n
imperativeness,press,synonymy,bidirectional,n
handgun,pistol,synonymy,bidirectional,n
snobbishness,snobbism,synonymy,bidirectional,n
fuck,nookie,synonymy,bidirectional,n
callithump,shivaree,synonymy,bidirectional,n
knuckleball,knuckler,synonymy,bidirectional,n
dipteran,dipteron,synonymy,bidirectional,n
hydrofoil,hydroplane,synonymy,bidirectional,n
fucking,shtup,synonymy,bidirectional,n
harlot,prostitute,synonymy,bidirectional,n
imperativeness,insistency,synonymy,bidirectional,n
ass,screwing,synonymy,bidirectional,n
disk,saucer,synonymy,bidirectional,n
crotch,genitals,synonymy,bidirectional,n
class,course,synonymy,bidirectional,n
largeness,pretentiousness,synonymy,bidirectional,n
cone,conoid,synonymy,bidirectional,n
tumidity,tumidness,synonymy,bidirectional,n
guidance,steering,synonymy,bidirectional,n
panatela,panetella,synonymy,bidirectional,n
indentation,pitting,synonymy,bidirectional,n
signior,signor,synonymy,bidirectional,n
password,watchword,synonymy,bidirectional,n
towboat,tower,synonymy,bidirectional,n
artisan,journeyman,synonymy,bidirectional,n
blackout,dimout,synonymy,bidirectional,n
fucking,screwing,synonymy,bidirectional,n
dreamer,idealist,synonymy,bidirectional,n
cocotte,prostitute,synonymy,bidirectional,n
riot,scream,synonymy,bidirectional,n
offense,umbrage,synonymy,bidirectional,n
cyprian,tart,synonymy,bidirectional,n
determination,purpose,synonymy,bidirectional,n
artificer,journeyman,synonymy,bidirectional,n
ebullience,enthusiasm,synonymy,bidirectional,n
mahlstick,maulstick,synonymy,bidirectional,n
panetela,panetella,synonymy,bidirectional,n
bleach,whitener,synonymy,bidirectional,n
anaesthetist,anesthesiologist,synonymy,bidirectional,n
adventurer,explorer,synonymy,bidirectional,n
absoluteness,starkness,synonymy,bidirectional,n
martyr,sufferer,synonymy,bidirectional,n
reverie,revery,synonymy,bidirectional,n
frost,hoarfrost,synonymy,bidirectional,n
fastball,heater,synonymy,bidirectional,n
crenelation,crenellation,synonymy,bidirectional,n
mush,treacle,synonymy,bidirectional,n
screwing,shag,synonymy,bidirectional,n
knave,scalawag,synonymy,bidirectional,n
cannabis,ganja,synonymy,bidirectional,n
crudeness,roughness,synonymy,bidirectional,n
slate,slating,synonymy,bidirectional,n
battlement,crenellation,synonymy,bidirectional,n
disconnection,disjuncture,synonymy,bidirectional,n
captivity,enslavement,synonymy,bidirectional,n
heiress,inheritrix,synonymy,bidirectional,n
knave,rogue,synonymy,bidirectional,n
victualer,victualler,synonymy,bidirectional,n
disc,disk,synonymy,bidirectional,n
clack,clap,synonymy,bidirectional,n
hummer,smoke,synonymy,bidirectional,n
rogue,scallywag,synonymy,bidirectional,n
countersign,watchword,synonymy,bidirectional,n
bullet,fastball,synonymy,bidirectional,n
cap,pileus,synonymy,bidirectional,n
footpath,pathway,synonymy,bidirectional,n
grizzly,silvertip,synonymy,bidirectional,n
obscenity,vulgarism,synonymy,bidirectional,n
dock,pier,synonymy,bidirectional,n
disconnectedness,disjuncture,synonymy,bidirectional,n
longlegs,stilt,synonymy,bidirectional,n
abysm,abyss,synonymy,bidirectional,n
crackerjack,jimhickey,synonymy,bidirectional,n
carnality,lubricity,synonymy,bidirectional,n
ass,shag,synonymy,bidirectional,n
callathump,chivaree,synonymy,bidirectional,n
gangster,mobster,synonymy,bidirectional,n
betrothal,troth,synonymy,bidirectional,n
diggings,digs,synonymy,bidirectional,n
bead,drop,synonymy,bidirectional,n
insistency,press,synonymy,bidirectional,n
chasteness,simpleness,synonymy,bidirectional,n
insect,worm,synonymy,bidirectional,n
anthropogenesis,anthropogeny,synonymy,bidirectional,n
knave,rascal,synonymy,bidirectional,n
backlash,repercussion,synonymy,bidirectional,n
brim,lip,synonymy,bidirectional,n
ass,nooky,synonymy,bidirectional,n
act,number,synonymy,bidirectional,n
glop,mush,synonymy,bidirectional,n
doyley,doyly,synonymy,bidirectional,n
glop,slop,synonymy,bidirectional,n
amenability,cooperativeness,synonymy,bidirectional,n
fuck,shtup,synonymy,bidirectional,n
beleaguering,besieging,synonymy,bidirectional,n
error,misplay,synonymy,bidirectional,n
rogue,scalawag,synonymy,bidirectional,n
countersign,parole,synonymy,bidirectional,n
insistence,insistency,synonymy,bidirectional,n
heater,hummer,synonymy,bidirectional,n
cannabis,marihuana,synonymy,bidirectional,n
howl,ululation,synonymy,bidirectional,n
hunt,search,synonymy,bidirectional,n
artillery,gun,synonymy,bidirectional,n
cajolery,palaver,synonymy,bidirectional,n
externalisation,externalization,synonymy,bidirectional,n
bayberry,waxberry,synonymy,bidirectional,n
haschisch,hasheesh,synonymy,bidirectional,n
curettage,curettement,synonymy,bidirectional,n
stress,tenseness,synonymy,bidirectional,n
agnail,hangnail,synonymy,bidirectional,n
impersonation,personation,synonymy,bidirectional,n
doily,doyley,synonymy,bidirectional,n
elk,moose,synonymy,bidirectional,n
chopine,platform,synonymy,bidirectional,n
neighbor,neighbour,synonymy,bidirectional,n
milieu,surroundings,synonymy,bidirectional,n
pentacle,pentagram,synonymy,bidirectional,n
lawmaking,legislating,synonymy,bidirectional,n
callithump,chivaree,synonymy,bidirectional,n
oath,swearing,synonymy,bidirectional,n
brownout,dimout,synonymy,bidirectional,n
belling,shivaree,synonymy,bidirectional,n
bloodberry,rougeberry,synonymy,bidirectional,n
conflagrate,erupt,synonymy,bidirectional,v
accumulate,amass,synonymy,bidirectional,v
concentrate,decoct,synonymy,bidirectional,v
pare,trim,synonymy,bidirectional,v
beware,mind,synonymy,bidirectional,v
entertain,nurse,synonymy,bidirectional,v
harbor,harbour,synonymy,bidirectional,v
embrocate,inunct,synonymy,bidirectional,v
terrorise,terrorize,synonymy,bidirectional,v
desexualize,sterilize,synonymy,bidirectional,v
deform,strain,synonymy,bidirectional,v
douse,soak,synonymy,bidirectional,v
realize,substantiate,synonymy,bidirectional,v
anastomose,inosculate,synonymy,bidirectional,v
nicker,whicker,synonymy,bidirectional,v
jam,wad,synonymy,bidirectional,v
exhort,urge,synonymy,bidirectional,v
cram,ram,synonymy,bidirectional,v
pertain,touch,synonymy,bidirectional,v
boom,smash,synonymy,bidirectional,v
misidentify,mistake,synonymy,bidirectional,v
entertain,harbor,synonymy,bidirectional,v
make,pretend,synonymy,bidirectional,v
harbor,hold,synonymy,bidirectional,v
hie,speed,synonymy,bidirectional,v
demo,show,synonymy,bidirectional,v
boil,churn,synonymy,bidirectional,v
roll,wave,synonymy,bidirectional,v
measure,mensurate,synonymy,bidirectional,v
drench,souse,synonymy,bidirectional,v
hotfoot,race,synonymy,bidirectional,v
hotfoot,speed,synonymy,bidirectional,v
stifle,strangle,synonymy,bidirectional,v
petrify,rigidify,synonymy,bidirectional,v
lose,misplace,synonymy,bidirectional,v
actualize,realize,synonymy,bidirectional,v
civilise,civilize,synonymy,bidirectional,v
repress,strangle,synonymy,bidirectional,v
articulate,vocalise,synonymy,bidirectional,v
anoint,embrocate,synonymy,bidirectional,v
capitalise,capitalize,synonymy,bidirectional,v
anele,inunct,synonymy,bidirectional,v
defeat,overcome,synonymy,bidirectional,v
douse,drench,synonymy,bidirectional,v
douse,dowse,synonymy,bidirectional,v
fix,posit,synonymy,bidirectional,v
dribble,drip,synonymy,bidirectional,v
plume,preen,synonymy,bidirectional,v
exhibit,show,synonymy,bidirectional,v
pound,thump,synonymy,bidirectional,v
hie,hotfoot,synonymy,bidirectional,v
allot,portion,synonymy,bidirectional,v
hie,rush,synonymy,bidirectional,v
invite,receive,synonymy,bidirectional,v
conglomerate,gather,synonymy,bidirectional,v
accumulate,cumulate,synonymy,bidirectional,v
jampack,wad,synonymy,bidirectional,v
hump,hunch,synonymy,bidirectional,v
trammel,trap,synonymy,bidirectional,v
hotfoot,rush,synonymy,bidirectional,v
dribble,drop,synonymy,bidirectional,v
actualize,realise,synonymy,bidirectional,v
desex,sterilize,synonymy,bidirectional,v
accumulate,conglomerate,synonymy,bidirectional,v
snare,trap,synonymy,bidirectional,v
blast,boom,synonymy,bidirectional,v
straw,strew,synonymy,bidirectional,v
douse,souse,synonymy,bidirectional,v
publish,write,synonymy,bidirectional,v
race,rush,synonymy,bidirectional,v
conflagrate,ignite,synonymy,bidirectional,v
hasten,hotfoot,synonymy,bidirectional,v
anele,anoint,synonymy,bidirectional,v
entrap,trap,synonymy,bidirectional,v
realign,realine,synonymy,bidirectional,v
desex,sterilise,synonymy,bidirectional,v
terrify,terrorise,synonymy,bidirectional,v
reclaim,recover,synonymy,bidirectional,v
anoint,inunct,synonymy,bidirectional,v
desexualise,desexualize,synonymy,bidirectional,v
actualise,actualize,synonymy,bidirectional,v
distort,strain,synonymy,bidirectional,v
lose,mislay,synonymy,bidirectional,v
race,speed,synonymy,bidirectional,v
exhibit,present,synonymy,bidirectional,v
refer,relate,synonymy,bidirectional,v
leach,strip,synonymy,bidirectional,v
blast,nail,synonymy,bidirectional,v
hold,nurse,synonymy,bidirectional,v
flap,undulate,synonymy,bidirectional,v
entrap,snare,synonymy,bidirectional,v
desexualize,unsex,synonymy,bidirectional,v
function,run,synonymy,bidirectional,v
run,work,synonymy,bidirectional,v
topple,tumble,synonymy,bidirectional,v
flap,roll,synonymy,bidirectional,v
stay,stick,synonymy,bidirectional,v
cloud,overcast,synonymy,bidirectional,v
neigh,whinny,synonymy,bidirectional,v
desulfurize,desulphurize,synonymy,bidirectional,v
rush,speed,synonymy,bidirectional,v
amass,gather,synonymy,bidirectional,v
rock,sway,synonymy,bidirectional,v
standardise,standardize,synonymy,bidirectional,v
ensnare,trap,synonymy,bidirectional,v
dowse,drench,synonymy,bidirectional,v
neigh,whicker,synonymy,bidirectional,v
divide,separate,synonymy,bidirectional,v
unroll,unwind,synonymy,bidirectional,v
induce,induct,synonymy,bidirectional,v
ring,telephone,synonymy,bidirectional,v
sop,souse,synonymy,bidirectional,v
call,phone,synonymy,bidirectional,v
concentrate,reduce,synonymy,bidirectional,v
operate,work,synonymy,bidirectional,v
entertain,harbour,synonymy,bidirectional,v
nicker,whinny,synonymy,bidirectional,v
muffle,stifle,synonymy,bidirectional,v
embrocate,oil,synonymy,bidirectional,v
mislay,misplace,synonymy,bidirectional,v
govern,rule,synonymy,bidirectional,v
combust,ignite,synonymy,bidirectional,v
demonstrate,exhibit,synonymy,bidirectional,v
ease,facilitate,synonymy,bidirectional,v
allege,aver,synonymy,bidirectional,v
chew,manducate,synonymy,bidirectional,v
jam,ram,synonymy,bidirectional,v
exhort,press,synonymy,bidirectional,v
relate,touch,synonymy,bidirectional,v
desexualise,fix,synonymy,bidirectional,v
adopt,assume,synonymy,bidirectional,v
function,operate,synonymy,bidirectional,v
assign,portion,synonymy,bidirectional,v
harbour,hold,synonymy,bidirectional,v
undulate,wave,synonymy,bidirectional,v
smother,strangle,synonymy,bidirectional,v
sterilize,unsex,synonymy,bidirectional,v
sterilise,sterilize,synonymy,bidirectional,v
actualize,substantiate,synonymy,bidirectional,v
encrust,incrust,synonymy,bidirectional,v
beplaster,plaster,synonymy,bidirectional,v
deduct,derive,synonymy,bidirectional,v
redevelop,reformulate,synonymy,bidirectional,v
allege,say,synonymy,bidirectional,v
vocalise,vocalize,synonymy,bidirectional,v
boil,roil,synonymy,bidirectional,v
fix,sterilise,synonymy,bidirectional,v
repress,smother,synonymy,bidirectional,v
actualise,substantiate,synonymy,bidirectional,v
soak,sop,synonymy,bidirectional,v
abash,embarrass,synonymy,bidirectional,v
fix,situate,synonymy,bidirectional,v
drench,sop,synonymy,bidirectional,v
muffle,strangle,synonymy,bidirectional,v
conglomerate,cumulate,synonymy,bidirectional,v
manducate,masticate,synonymy,bidirectional,v
press,urge,synonymy,bidirectional,v
roll,undulate,synonymy,bidirectional,v
hasten,hie,synonymy,bidirectional,v
entrap,trammel,synonymy,bidirectional,v
deform,distort,synonymy,bidirectional,v
resonate,vibrate,synonymy,bidirectional,v
neigh,nicker,synonymy,bidirectional,v
enunciate,vocalize,synonymy,bidirectional,v
desexualize,fix,synonymy,bidirectional,v
cab,taxi,synonymy,bidirectional,v
present,show,synonymy,bidirectional,v
concern,pertain,synonymy,bidirectional,v
desexualize,sterilise,synonymy,bidirectional,v
articulate,vocalize,synonymy,bidirectional,v
refer,touch,synonymy,bidirectional,v
accept,take,synonymy,bidirectional,v
jaw,manducate,synonymy,bidirectional,v
blast,smash,synonymy,bidirectional,v
soak,souse,synonymy,bidirectional,v
partake,touch,synonymy,bidirectional,v
jampack,ram,synonymy,bidirectional,v
lift,uprise,synonymy,bidirectional,v
anoint,oil,synonymy,bidirectional,v
control,master,synonymy,bidirectional,v
actualise,realise,synonymy,bidirectional,v
muffle,repress,synonymy,bidirectional,v
snare,trammel,synonymy,bidirectional,v
crown,top,synonymy,bidirectional,v
terrify,terrorize,synonymy,bidirectional,v
deduce,derive,synonymy,bidirectional,v
deposit,fix,synonymy,bidirectional,v
anele,embrocate,synonymy,bidirectional,v
carnalize,sensualize,synonymy,bidirectional,v
demo,present,synonymy,bidirectional,v
cram,jam,synonymy,bidirectional,v
domiciliate,house,synonymy,bidirectional,v
muffle,smother,synonymy,bidirectional,v
concern,touch,synonymy,bidirectional,v
backslide,lapse,synonymy,bidirectional,v
aver,say,synonymy,bidirectional,v
demonise,demonize,synonymy,bidirectional,v
fix,sterilize,synonymy,bidirectional,v
entertain,hold,synonymy,bidirectional,v
relax,slack,synonymy,bidirectional,v
desex,unsex,synonymy,bidirectional,v
douse,sop,synonymy,bidirectional,v
function,work,synonymy,bidirectional,v
cumulate,gather,synonymy,bidirectional,v
combust,erupt,synonymy,bidirectional,v
whicker,whinny,synonymy,bidirectional,v
alleviate,facilitate,synonymy,bidirectional,v
poke,pound,synonymy,bidirectional,v
inunct,oil,synonymy,bidirectional,v
repel,repulse,synonymy,bidirectional,v
actualise,realize,synonymy,bidirectional,v
foot,pick,synonymy,bidirectional,v
relax,slacken,synonymy,bidirectional,v
enunciate,vocalise,synonymy,bidirectional,v
form,spring,synonymy,bidirectional,v
partition,zone,synonymy,bidirectional,v
chew,jaw,synonymy,bidirectional,v
amass,cumulate,synonymy,bidirectional,v
deposit,situate,synonymy,bidirectional,v
contradance,contredanse,synonymy,bidirectional,v
knead,massage,synonymy,bidirectional,v
dowse,soak,synonymy,bidirectional,v
fly,wing,synonymy,bidirectional,v
syncretise,syncretize,synonymy,bidirectional,v
regenerate,revitalize,synonymy,bidirectional,v
cripple,stultify,synonymy,bidirectional,v
fix,unsex,synonymy,bidirectional,v
afforest,forest,synonymy,bidirectional,v
subdue,subordinate,synonymy,bidirectional,v
deduce,deduct,synonymy,bidirectional,v
numeral,numeric,synonymy,bidirectional,a
malodourous,stinky,synonymy,bidirectional,a
sarcolemmic,sarcolemnous,synonymy,bidirectional,a
phonetic,phonic,synonymy,bidirectional,a
biaxal,biaxial,synonymy,bidirectional,a
bitumenoid,bituminoid,synonymy,bidirectional,a
biaxate,biaxial,synonymy,bidirectional,a
glazed,shiny,synonymy,bidirectional,a
plain,unpatterned,synonymy,bidirectional,a
